Date,Sales Order ID,Vendor ID,Description,Debit EUR,Credit EUR,Transaction: Subtype,Vendor Quality History,Vendor Consistency,Processing Method,Processing Efficiency (%),
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,15347.2,0,Sales credit invoice,0.341100791,80,Standard Process,47.64732938,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,12034.62,Sales credit invoice,0.429435174,80,Standard Process,64.74663334,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,14755.5,0,Sales credit invoice,0.345679485,80,Standard Process,46.36135081,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,12669.23,Sales credit invoice,0.309691757,80,Standard Process,47.53745474,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,8734.5,Sales credit invoice,0.538545657,80,Standard Process,81.71071686,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,10799.72,0,Sales credit invoice,0.340720803,80,Standard Process,50.63943753,
01-02-2022,202058,101420,zAU-1146 ELBFzM 0-10,4726,0,Sales credit invoice,0.441603079,80,Standard Process,66.56303763,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,21707.03,Sales credit invoice,0.388972375,80,Standard Process,61.64937191,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,13.5,0,Sales credit invoice,0.380545625,80,Standard Process,59.06740471,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,20898.38,Sales credit invoice,0.397576537,80,Standard Process,81.4432505,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,11029.5,Sales credit invoice,0.307992017,80,Standard Process,45.88384757,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,16.69,0,Sales credit invoice,0.473776731,80,Standard Process,71.88348229,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,13340.8,0,Sales credit invoice,0.428669066,80,Standard Process,84.01747459,
01-02-2022,202058,101420,zAU-1146 ELBFzM 0-10,4828,0,Sales credit invoice,0.386034008,80,Standard Process,67.68681143,
01-02-2022,202058,101420,zAU-1146 ELBFzM 0-10,0,2679.99,Sales credit invoice,0.432554908,80,Standard Process,82.94130971,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,13074,Sales credit invoice,0.347168679,80,Standard Process,47.11644411,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,10419.2,0,Sales credit invoice,0.397360022,80,Standard Process,61.96112942,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,8782.4,0,Sales credit invoice,0.402271136,80,Standard Process,55.53639053,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,20732.41,Sales credit invoice,0.508509196,80,Standard Process,74.59824908,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,19638,0,Sales credit invoice,0.458628735,80,Standard Process,84.74253217,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,0,22463.23,Sales credit invoice,0.353026098,80,Standard Process,55.38946753,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,13286.83,0,Sales credit invoice,0.539874808,80,Standard Process,71.49407136,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,0,12636.9,Sales credit invoice,0.272123759,80,Standard Process,53.02295413,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,10492,0,Sales credit invoice,0.523819781,80,Standard Process,67.89587531,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,64302.95,Sales credit invoice,0.370704471,80,Standard Process,63.78926571,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,20898.38,0,Sales credit invoice,0.535432625,80,Standard Process,84.36621585,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,14755.5,Sales credit invoice,0.41350892,80,Standard Process,69.64535454,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,6574.5,0,Sales credit invoice,0.490435125,80,Standard Process,59.15500807,
01-02-2022,202052,101420,zAU-1144 DM OCzM0-10,27648,0,Sales credit invoice,0.339131399,80,Standard Process,49.62087929,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,14886,0,Sales credit invoice,0.370268897,80,Standard Process,51.12549656,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,0,24318.46,Sales credit invoice,0.289228621,80,Standard Process,54.12533566,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,0,6939.51,Sales credit invoice,0.330356066,80,Standard Process,55.16414978,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,12280.8,0,Sales credit invoice,0.540684044,80,Standard Process,79.44995034,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,11808,0,Sales credit invoice,0.457198117,80,Standard Process,67.72952293,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,11063,0,Sales credit invoice,0.434143231,80,Standard Process,66.19733191,
01-02-2022,202057,101420,zAU-1145 G zM- 010,0,26852.85,Sales credit invoice,0.365126966,80,Standard Process,49.64813931,
01-02-2022,202057,101420,zAU-1145 G zM- 010,0,51728,Sales credit invoice,0.530091507,80,Standard Process,79.83565758,
01-02-2022,202052,101420,zAU-1144 DM OCzM0-10,0,45166.79,Sales credit invoice,0.395896653,80,Standard Process,74.27397928,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,27628.64,Sales credit invoice,0.350680552,80,Standard Process,47.74056866,
01-02-2022,202066,101420,zAU-1147 EK OCzM0-10,38005.2,0,Sales credit invoice,0.432754883,80,Standard Process,73.66732144,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,5485.5,0,Sales credit invoice,0.378432716,80,Standard Process,67.0132978,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,12654,0,Sales credit invoice,0.369361369,80,Standard Process,48.3098765,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,17575.16,Sales credit invoice,0.435190599,80,Standard Process,63.56117598,
01-02-2022,202066,101420,zAU-1147 EK OCzM0-10,15514.2,0,Sales credit invoice,0.405675559,80,Standard Process,64.63019963,
01-02-2022,202066,101420,zAU-1147 EK OCzM0-10,0,44216.19,Sales credit invoice,0.331403358,80,Standard Process,51.71386888,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,18720,0,Sales credit invoice,0.482655326,80,Standard Process,83.30077495,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,11713.2,0,Sales credit invoice,0.494139265,80,Standard Process,79.42400254,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,12015,0,Sales credit invoice,0.428642125,80,Standard Process,72.09540466,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,4698,0,Sales credit invoice,0.391881485,80,Standard Process,63.72297022,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,2804.84,Sales credit invoice,0.378845687,80,Standard Process,61.67650443,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,11877.89,Sales credit invoice,0.481743548,80,Standard Process,71.36442542,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,11029.5,0,Sales credit invoice,0.419134257,80,Standard Process,67.08999071,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,8604,0,Sales credit invoice,0.373717547,80,Standard Process,47.52206079,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,8734.5,0,Sales credit invoice,0.419865757,80,Standard Process,65.75635728,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,0,21155.38,Sales credit invoice,0.441609057,80,Standard Process,77.6593465,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,4623.75,0,Sales credit invoice,0.440535604,80,Standard Process,63.59921504,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,0,12977.17,Sales credit invoice,0.342134067,80,Standard Process,47.10424139,
01-02-2022,202057,101420,zAU-1145 G zM- 010,0,24017.45,Sales credit invoice,0.465707433,80,Standard Process,76.84426708,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,4792.5,0,Sales credit invoice,0.353860926,80,Standard Process,53.15523318,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,4873.5,0,Sales credit invoice,0.379025351,80,Standard Process,55.47414381,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,0,40697.16,Sales credit invoice,0.326558725,80,Standard Process,51.67060731,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,12744,0,Sales credit invoice,0.400769918,80,Standard Process,58.37371013,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,0,22291.35,Sales credit invoice,0.49835712,80,Standard Process,75.64843598,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,7929.2,0,Sales credit invoice,0.420291337,80,Standard Process,66.03512731,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,16739.42,Sales credit invoice,0.330825715,80,Standard Process,53.2976916,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,0,13805.96,Sales credit invoice,0.433738865,80,Standard Process,80.55211817,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,31930.25,Sales credit invoice,0.483074111,80,Standard Process,80.62306513,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,11970,0,Sales credit invoice,0.47323926,80,Standard Process,80.25842621,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,0,22768.25,Sales credit invoice,0.342511695,80,Standard Process,54.67124656,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,24912,0,Sales credit invoice,0.377986581,80,Standard Process,63.27519344,
01-02-2022,202057,101420,zAU-1145 G zM- 010,34736,0,Sales credit invoice,0.43261951,80,Standard Process,84.89208107,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,44995.2,0,Sales credit invoice,0.449031175,80,Standard Process,76.26650529,
01-02-2022,202066,101420,zAU-1147 EK OCzM0-10,8736.3,0,Sales credit invoice,0.348693662,80,Standard Process,46.10028056,
01-02-2022,202066,101420,zAU-1147 EK OCzM0-10,0,18049.61,Sales credit invoice,0.335790313,80,Standard Process,47.64078595,
01-02-2022,202066,101420,zAU-1147 EK OCzM0-10,0,10164.03,Sales credit invoice,0.384833851,80,Standard Process,63.78922076,
01-02-2022,202052,101420,zAU-1144 DM OCzM0-10,0,92450.79,Sales credit invoice,0.494581899,80,Standard Process,81.82341834,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,15516,0,Sales credit invoice,0.454719357,80,Standard Process,66.81742282,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,0,31976.53,Sales credit invoice,0.411968258,80,Standard Process,65.16140658,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,9294.75,0,Sales credit invoice,0.345406745,80,Standard Process,49.27168485,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,13585.19,Sales credit invoice,0.438091709,80,Standard Process,71.59959424,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,6480,0,Sales credit invoice,0.490859936,80,Standard Process,78.295178,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,8804.76,Sales credit invoice,0.406588269,80,Standard Process,60.4070103,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,19476,0,Sales credit invoice,0.437365481,80,Standard Process,76.41227996,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,0,13785.2,Sales credit invoice,0.496917646,80,Standard Process,84.06130448,
01-02-2022,202057,101420,zAU-1145 G zM- 010,18032,0,Sales credit invoice,0.366706164,80,Standard Process,53.25254159,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,0,19642.85,Sales credit invoice,0.41489044,80,Standard Process,66.19485006,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,8487.69,Sales credit invoice,0.365086772,80,Standard Process,56.6290873,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,12609.51,Sales credit invoice,0.395896103,80,Standard Process,77.11060397,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,4428,0,Sales credit invoice,0.415603916,80,Standard Process,68.39253132,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,16.69,Sales credit invoice,0.422482279,80,Standard Process,70.70058791,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,11063,0,Sales credit invoice,0.467573182,80,Standard Process,77.31552346,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,0,11653.27,Sales credit invoice,0.427272896,80,Standard Process,61.03680414,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,16902,Sales credit invoice,0.492342499,80,Standard Process,82.06114777,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,4428,Sales credit invoice,0.446471916,80,Standard Process,66.58766912,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,13637.37,0,Sales credit invoice,0.356673199,80,Standard Process,51.39717032,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,13286.83,Sales credit invoice,0.406503057,80,Standard Process,73.18391429,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,16192.06,Sales credit invoice,0.553210153,80,Standard Process,77.12708469,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,5661.75,Sales credit invoice,0.437726984,80,Standard Process,57.82884792,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,11105.6,0,Sales credit invoice,0.424113589,80,Standard Process,79.71575991,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,6777,0,Sales credit invoice,0.413709173,80,Standard Process,81.69880182,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,16792.46,Sales credit invoice,0.330658437,80,Standard Process,56.21463174,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,10246.5,0,Sales credit invoice,0.483585024,80,Standard Process,84.83261964,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,18244.36,Sales credit invoice,0.429368754,80,Standard Process,50.69881689,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,5474.98,0,Sales credit invoice,0.425098963,80,Standard Process,53.18163457,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,13.5,Sales credit invoice,0.470816293,80,Standard Process,52.46110599,
01-02-2022,202058,101420,zAU-1146 ELBFzM 0-10,2176,0,Sales credit invoice,0.473274097,80,Standard Process,81.20658326,
01-02-2022,202058,101420,zAU-1146 ELBFzM 0-10,0,5820.44,Sales credit invoice,0.412865983,80,Standard Process,71.49884837,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,7744,0,Sales credit invoice,0.290664059,80,Standard Process,51.16022347,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,23850.47,Sales credit invoice,0.439648318,80,Standard Process,62.83309844,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,3643.2,0,Sales credit invoice,0.432462039,80,Standard Process,69.91957002,
01-02-2022,202092,101420,zAU-1153 zM DM 0-10,0,13648.38,Sales credit invoice,0.339366671,80,Standard Process,48.38029544,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,1552.5,0,Sales credit invoice,0.384870085,80,Standard Process,80.73786292,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,18342,0,Sales credit invoice,0.394533308,80,Standard Process,77.54594319,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,0,22650.08,Sales credit invoice,0.436906415,80,Standard Process,65.46087433,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,4401,0,Sales credit invoice,0.455245029,80,Standard Process,84.16862792,
01-02-2022,202082,101420,zAU-1151 zM 0-10 RV,0,8353.55,Sales credit invoice,0.484931919,80,Standard Process,61.91931966,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,10746,0,Sales credit invoice,0.454952372,80,Standard Process,84.85646792,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,0,10246.5,Sales credit invoice,0.456236921,80,Standard Process,72.05075995,
01-02-2022,202086,101420,zAU-1152 DAA/B/G0-10,12669.23,0,Sales credit invoice,0.45532496,80,Standard Process,70.70418657,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,28836,0,Sales credit invoice,0.306431834,80,Standard Process,51.72117326,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,0,59987.14,Sales credit invoice,0.440693687,80,Standard Process,80.71807421,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,10258,0,Sales credit invoice,0.348404299,80,Standard Process,62.31333236,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,0,13995.56,Sales credit invoice,0.449004426,80,Standard Process,51.57045293,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,13050,0,Sales credit invoice,0.386733542,80,Standard Process,45.51060456,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,0,26503.67,Sales credit invoice,0.417111021,80,Standard Process,67.67010519,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,14994.19,Sales credit invoice,0.413526882,80,Standard Process,66.3596847,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,19332.8,0,Sales credit invoice,0.445319246,80,Standard Process,74.13382171,
01-02-2022,202057,101420,zAU-1145 G zM- 010,16128,0,Sales credit invoice,0.557734167,80,Standard Process,81.05545115,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,0,17550.67,Sales credit invoice,0.356714962,80,Standard Process,48.21596668,
01-02-2022,202077,101420,zAU-1150 DMZ 0-10,0,13619.11,Sales credit invoice,0.484812249,80,Standard Process,74.62560786,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,36720,0,Sales credit invoice,0.34854886,80,Standard Process,52.59018374,
01-02-2022,202053,101420,zAU-1158 DM OCzM0-10,0,47107.59,Sales credit invoice,0.491381892,80,Standard Process,79.75617065,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,17997.5,0,Sales credit invoice,0.436919993,80,Standard Process,78.17207231,
01-02-2022,202072,101420,zAU-1149 FL OCzM0-10,0,13995.56,Sales credit invoice,0.400174132,80,Standard Process,66.90214708,
01-02-2022,202070,101420,zAU-1148 DM OCzM0-10,0,21768.68,Sales credit invoice,0.411065352,80,Standard Process,73.76483334,
01-02-2022,202097,101420,zAU-1154 ELBOCzM0-10,22342.8,0,Sales credit invoice,0.431276174,80,Standard Process,57.73117958,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,18052.37,Sales credit invoice,0.414924037,80,Standard Process,64.08229991,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,5266.43,Sales credit invoice,0.409864427,80,Standard Process,78.27629436,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,20986,Sales credit invoice,0.410092676,80,Standard Process,63.60024049,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,8542.39,0,Sales credit invoice,0.395025836,80,Standard Process,59.49082975,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,9205.88,Sales credit invoice,0.421970118,80,Standard Process,65.01560411,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,9324,Sales credit invoice,0.467978972,80,Standard Process,78.54409472,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,20720.14,0,Sales credit invoice,0.455074617,80,Standard Process,58.57592592,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,5334,Sales credit invoice,0.456303075,80,Standard Process,52.03734452,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,7685.39,0,Sales credit invoice,0.378492808,80,Standard Process,73.83656782,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,4354.13,0,Sales credit invoice,0.440496629,80,Standard Process,78.45211761,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,4410,0,Sales credit invoice,0.39901753,80,Standard Process,49.07581788,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,5334,0,Sales credit invoice,0.376191492,80,Standard Process,54.71490157,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,7784,Sales credit invoice,0.386916472,80,Standard Process,50.74986559,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,8652,0,Sales credit invoice,0.364598991,80,Standard Process,59.09162717,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,4410,Sales credit invoice,0.378370108,80,Standard Process,63.23921465,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,18284,Sales credit invoice,0.431540501,80,Standard Process,75.32746665,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,9205.88,0,Sales credit invoice,0.482241862,80,Standard Process,71.37147719,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,9324,0,Sales credit invoice,0.378710774,80,Standard Process,70.14760698,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,18284,0,Sales credit invoice,0.461474024,80,Standard Process,59.27118534,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,20720.14,Sales credit invoice,0.413212,80,Standard Process,79.0786259,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,8542.39,Sales credit invoice,0.49243833,80,Standard Process,64.08713028,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,6441.38,0,Sales credit invoice,0.492987307,80,Standard Process,84.65374999,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,7784,0,Sales credit invoice,0.446851701,80,Standard Process,70.6827566,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,6524,0,Sales credit invoice,0.409193877,80,Standard Process,50.11372203,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,6524,Sales credit invoice,0.392142013,80,Standard Process,72.38519126,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,5266.43,0,Sales credit invoice,0.327665895,80,Standard Process,58.16671262,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,20986,0,Sales credit invoice,0.438528467,80,Standard Process,72.79625147,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,7685.39,Sales credit invoice,0.338575574,80,Standard Process,47.8204665,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,4354.13,Sales credit invoice,0.357829849,80,Standard Process,52.08269821,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,6441.38,Sales credit invoice,0.48501205,80,Standard Process,79.65735899,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,8652,Sales credit invoice,0.432174409,80,Standard Process,54.20077206,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,18052.37,0,Sales credit invoice,0.436189812,80,Standard Process,78.90016557,
02-02-2022,201370,101420,zAU-1101 DM 0-10,22662.93,0,Verkoopfactuur,0.427951118,80,Standard Process,56.31068158,
02-02-2022,201344,101420,zAU-1098 RV0-10 OC,0,11945.81,Verkoopfactuur,0.405484295,80,Standard Process,71.03671736,
02-02-2022,201341,101420,zAU-1097 ELBF 0-10,20659.69,0,Verkoopfactuur,0.575330394,80,Standard Process,73.11309823,
02-02-2022,201341,101420,zAU-1097 ELBF 0-10,0,47590.51,Verkoopfactuur,0.445806803,80,Standard Process,65.7625175,
02-02-2022,201341,101420,zAU-1097 ELBF 0-10,0,31100.96,Verkoopfactuur,0.355995047,80,Standard Process,57.36508241,
02-02-2022,201320,101420,zAU-1096 DM0-10 OC,16222.22,0,Verkoopfactuur,0.410818094,80,Standard Process,53.61209724,
02-02-2022,201320,101420,zAU-1096 DM0-10 OC,10869.06,0,Verkoopfactuur,0.389520141,80,Standard Process,46.34416886,
02-02-2022,201320,101420,zAU-1096 DM0-10 OC,0,2843.6,Verkoopfactuur,0.363957358,80,Standard Process,57.30982925,
02-02-2022,201320,101420,zAU-1096 DM0-10 OC,0,13190.19,Verkoopfactuur,0.346247096,80,Standard Process,71.45309302,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,4976.15,Sales credit invoice,0.424989827,80,Standard Process,83.00134515,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,2667.77,Sales credit invoice,0.440245761,80,Standard Process,80.28378153,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,2702,Sales credit invoice,0.431743181,80,Standard Process,76.02562345,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,14630,Sales credit invoice,0.40094961,80,Standard Process,76.9321174,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,0,4970,Sales credit invoice,0.431542271,80,Standard Process,71.93188859,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,8805.02,0,Sales credit invoice,0.386498433,80,Standard Process,55.54161773,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,5750.22,0,Sales credit invoice,0.444299188,80,Standard Process,81.74139874,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,2197.8,0,Sales credit invoice,0.349043077,80,Standard Process,72.16465863,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,2814,0,Sales credit invoice,0.360191242,80,Standard Process,67.69784555,
02-02-2022,201411,101420,zAU-1111 0-10 HS+R,11816,0,Sales credit invoice,0.317297278,80,Standard Process,49.4950735,
02-02-2022,201319,101420,zAU-1095 ROC0-5 OC,247940.83,0,Verkoopfactuur,0.438315815,80,Standard Process,63.10574952,
02-02-2022,201274,101420,zAU-1076 GA 0-10 OC,0,8903.86,Verkoopfactuur,0.377927522,80,Standard Process,63.64450998,
02-02-2022,201264,101420,zAU-1075 DMZ 0-10 OC,6024.21,0,Verkoopfactuur,0.446602076,80,Standard Process,80.01482619,
02-02-2022,201264,101420,zAU-1075 DMZ 0-10 OC,0,17048.91,Verkoopfactuur,0.414029694,80,Standard Process,67.13925292,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,3037.62,0,Verkoopfactuur,0.390263481,80,Standard Process,60.40622223,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,1994.16,0,Verkoopfactuur,0.482492171,80,Standard Process,84.5604133,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,1228.96,0,Verkoopfactuur,0.316000166,80,Standard Process,49.48418403,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,3686.89,0,Verkoopfactuur,0.373505965,80,Standard Process,62.11321135,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,0,7721.59,Verkoopfactuur,0.352363304,80,Standard Process,46.70199934,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,0,4962.22,Verkoopfactuur,0.437418662,80,Standard Process,74.96611689,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,0,7281.02,Verkoopfactuur,0.471950069,80,Standard Process,82.18210036,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,0,3524.57,Verkoopfactuur,0.363077353,80,Standard Process,56.34151185,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,0,10179.51,Verkoopfactuur,0.488114903,80,Standard Process,79.76283791,
02-02-2022,201250,101420,zAU-1073 div fr 0-5,0,2434.74,Verkoopfactuur,0.483152014,80,Standard Process,56.83483833,
02-02-2022,201344,101420,zAU-1098 RV0-10 OC,8950.75,0,Verkoopfactuur,0.437216906,80,Standard Process,81.88619155,
02-02-2022,201344,101420,zAU-1098 RV0-10 OC,7470.43,0,Verkoopfactuur,0.5497538,80,Standard Process,75.5354571,
02-02-2022,201341,101420,zAU-1097 ELBF 0-10,37372.08,0,Verkoopfactuur,0.474274422,80,Standard Process,77.59872446,
02-02-2022,201341,101420,zAU-1097 ELBF 0-10,31100.96,0,Verkoopfactuur,0.344266519,80,Standard Process,45.7292655,
02-02-2022,201320,101420,zAU-1096 DM0-10 OC,2620.91,0,Verkoopfactuur,0.417755365,80,Standard Process,83.99381946,
02-02-2022,201320,101420,zAU-1096 DM0-10 OC,0,21078.61,Verkoopfactuur,0.515009922,80,Standard Process,74.43017518,
02-02-2022,201308,101420,zAU-1080 AL0-5,0,17113.93,Verkoopfactuur,0.429651784,80,Standard Process,57.34241936,
02-02-2022,201308,101420,zAU-1080 AL0-5,0,18118.31,Verkoopfactuur,0.472489628,80,Standard Process,78.59048393,
02-02-2022,201277,101420,zAU-1077 zwits 0-5,7691.35,0,Verkoopfactuur,0.385021855,80,Standard Process,56.40160854,
